tanggal,ADM2_NAME,mean
2018-01-16,Kota Kediri,15.52707129459216
2018-01-16,Kota Madiun,5.294508737359342
2018-01-16,Kota Malang,16.85423118150514
2018-01-16,Kota Mojokerto,7.087820696599276
2018-01-16,Kota Pasuruan,9.820299018399297
2018-01-16,Kota Probolinggo,16.79560803570863
2018-01-16,Kota Surabaya,3.788379867371532
2018-01-16,Lamongan,5.160891653616549
2018-01-16,Lumajang,22.290793254743466
2018-01-16,Madiun,3.1543055360022816
2018-01-16,Magetan,7.29020133399833
2018-01-16,Mojokerto,11.424773767462055
2018-01-16,Nganjuk,7.002342913569002
2018-01-16,Ngawi,0.6978498577806834
2018-01-16,Pacitan,17.55856542332472
2018-01-16,Pamekasan,9.875829484784251
2018-01-16,Pasuruan,14.743395051584976
2018-01-16,Ponorogo,15.556527459207164
2018-01-16,Probolinggo,19.411038912238585
2018-01-16,Sampang,10.58490073721935
2018-01-16,Sidoarjo,10.87172368105559
2018-01-16,Situbondo,22.090779640607387
2018-01-16,Sumenep,16.14956286138978
2018-01-16,Trenggalek,14.649628935871373
2018-01-16,Tuban,1.9046653811559713
2018-01-16,Tulungagung,14.794858586310788
2018-01-16,Kota Jember,23.441071673137387
2018-01-17,Kota Batu,25.7926496582924
2018-01-17,Malang,21.003997431284557
2018-01-17,Bangkalan,14.280077184274417
2018-01-17,Banyuwangi,16.095463899487417
2018-01-17,Blitar,20.065047039434955
2018-01-17,Bojonegoro,14.281929185125913
2018-01-17,Bondowoso,27.19300211745239
2018-01-17,Gresik,20.11393493804357
2018-01-17,Jember,21.398394013253156
2018-01-17,Jombang,21.68131139608302
2018-01-17,Kediri,22.20773551345597
2018-01-17,Kota Blitar,20.170071997837713
2018-01-17,Kota Kediri,21.761465803690534
2018-01-17,Kota Madiun,16.14428855874444
2018-01-17,Kota Malang,20.036795721377217
2018-01-17,Kota Mojokerto,21.263462529599092
2018-01-17,Kota Pasuruan,15.478266275460953
