ADM2_NAME,tahun,bulan,total_hujan,max_hth,nilai_normal_30th,anomali_persen,sifat_hujan_30th,kat_value,kat_normal,kat_anomaly_pct,produksi_ton,luas_panen_hektar
PROBOLINGGO,2023,10,19.096311039097127,15,97.09377874700836,19.667903840528528,BN,273.71285463781913,330.3009221133064,83.09067518667014,78.09,14.92
PROBOLINGGO,2023,11,107.26799235744826,17,179.951673572073,59.6093330104463,BN,267.1873628672432,368.2420304242303,72.61872304580214,5321.6,865.51
PROBOLINGGO,2023,11,107.26799235744826,17,179.951673572073,59.6093330104463,BN,267.1873628672432,368.2420304242303,72.61872304580214,5321.6,18.86
PROBOLINGGO,2023,11,107.26799235744826,17,179.951673572073,59.6093330104463,BN,267.1873628672432,368.2420304242303,72.61872304580214,98.71,865.51
PROBOLINGGO,2023,11,107.26799235744826,17,179.951673572073,59.6093330104463,BN,267.1873628672432,368.2420304242303,72.61872304580214,98.71,18.86
PROBOLINGGO,2023,12,149.31386450141665,9,305.3775996425699,48.89483206239799,BN,349.3415949765374,470.74768582512354,74.65063199570271,6248.18,1016.21
PROBOLINGGO,2023,12,149.31386450141665,9,305.3775996425699,48.89483206239799,BN,349.3415949765374,470.74768582512354,74.65063199570271,6248.18,42.41
PROBOLINGGO,2023,12,149.31386450141665,9,305.3775996425699,48.89483206239799,BN,349.3415949765374,470.74768582512354,74.65063199570271,221.97,1016.21
PROBOLINGGO,2023,12,149.31386450141665,9,305.3775996425699,48.89483206239799,BN,349.3415949765374,470.74768582512354,74.65063199570271,221.97,42.41
PROBOLINGGO,2024,1,343.0680319520302,2,356.30157374221045,96.28585929296094,N,415.8672074149637,560.1030236973482,74.47703637093021,5948.66,1118.52
PROBOLINGGO,2024,1,343.0680319520302,2,356.30157374221045,96.28585929296094,N,415.8672074149637,560.1030236973482,74.47703637093021,5948.66,21.21
PROBOLINGGO,2024,1,343.0680319520302,2,356.30157374221045,96.28585929296094,N,415.8672074149637,560.1030236973482,74.47703637093021,131.07,1118.52
PROBOLINGGO,2024,1,343.0680319520302,2,356.30157374221045,96.28585929296094,N,415.8672074149637,560.1030236973482,74.47703637093021,131.07,21.21
PROBOLINGGO,2024,2,329.1430647818653,1,364.53233272906914,90.29187131844732,N,520.9746262045468,587.1255266526167,88.91576783524226,7107.95,1336.5
PROBOLINGGO,2024,2,329.1430647818653,1,364.53233272906914,90.29187131844732,N,520.9746262045468,587.1255266526167,88.91576783524226,7107.95,0.0
PROBOLINGGO,2024,2,329.1430647818653,1,364.53233272906914,90.29187131844732,N,520.9746262045468,587.1255266526167,88.91576783524226,0,1336.5
PROBOLINGGO,2024,2,329.1430647818653,1,364.53233272906914,90.29187131844732,N,520.9746262045468,587.1255266526167,88.91576783524226,0,0.0
PROBOLINGGO,2024,3,309.1237764059864,2,327.09265686406,94.50648613443452,N,583.1918962142047,587.6801842521219,99.60302449732517,14055.13,2642.77
PROBOLINGGO,2024,3,309.1237764059864,2,327.09265686406,94.50648613443452,N,583.1918962142047,587.6801842521219,99.60302449732517,14055.13,83.24
PROBOLINGGO,2024,3,309.1237764059864,2,327.09265686406,94.50648613443452,N,583.1918962142047,587.6801842521219,99.60302449732517,514.4,2642.77
PROBOLINGGO,2024,3,309.1237764059864,2,327.09265686406,94.50648613443452,N,583.1918962142047,587.6801842521219,99.60302449732517,514.4,83.24
PROBOLINGGO,2024,4,217.95624810773649,2,179.2460021035137,121.59615586955618,AN,558.541724205017,570.0204991172342,98.25515204792232,52923.64,10027.9
PROBOLINGGO,2024,4,217.95624810773649,2,179.2460021035137,121.59615586955618,AN,558.541724205017,570.0204991172342,98.25515204792232,52923.64,730.08
PROBOLINGGO,2024,4,217.95624810773649,2,179.2460021035137,121.59615586955618,AN,558.541724205017,570.0204991172342,98.25515204792232,4511.7,10027.9
PROBOLINGGO,2024,4,217.95624810773649,2,179.2460021035137,121.59615586955618,AN,558.541724205017,570.0204991172342,98.25515204792232,4511.7,730.08
PROBOLINGGO,2024,5,30.38641023712577,13,113.00453982475062,26.889548228991096,BN,510.4688696580775,528.6285600662231,96.83742097472032,39245.75,7479.7
PROBOLINGGO,2024,5,30.38641023712577,13,113.00453982475062,26.889548228991096,BN,510.4688696580775,528.6285600662231,96.83742097472032,39245.75,383.39
PROBOLINGGO,2024,5,30.38641023712577,13,113.00453982475062,26.889548228991096,BN,510.4688696580775,528.6285600662231,96.83742097472032,2329.03,7479.7
PROBOLINGGO,2024,5,30.38641023712577,13,113.00453982475062,26.889548228991096,BN,510.4688696580775,528.6285600662231,96.83742097472032,2329.03,383.39
PROBOLINGGO,2024,6,55.25824257412108,6,64.44518332513616,85.74456572702182,N,448.62151611552514,487.7161423178281,92.14827970470868,13258.57,2526.9
PROBOLINGGO,2024,6,55.25824257412108,6,64.44518332513616,85.74456572702182,N,448.62151611552514,487.7161423178281,92.14827970470868,13258.57,59.68
PROBOLINGGO,2024,6,55.25824257412108,6,64.44518332513616,85.74456572702182,N,448.62151611552514,487.7161423178281,92.14827970470868,362.55,2526.9
PROBOLINGGO,2024,6,55.25824257412108,6,64.44518332513616,85.74456572702182,N,448.62151611552514,487.7161423178281,92.14827970470868,362.55,59.68
PROBOLINGGO,2024,7,56.90642617838592,28,51.127797391179584,111.30232296727738,N,397.5064013425042,436.1499632106109,91.20248659564272,8761.23,1669.77
PROBOLINGGO,2024,7,56.90642617838592,28,51.127797391179584,111.30232296727738,N,397.5064013425042,436.1499632106109,91.20248659564272,8761.23,0.0
